,Category,Brand,Line Up
388,2,7,56
389,2,7,56
390,2,7,56
391,2,7,56
392,2,7,56
393,2,7,57
394,2,7,57
395,2,7,57
396,2,7,57
397,2,7,57
398,2,7,57
399,2,7,58
400,2,7,58
401,2,7,58
402,2,7,58
403,2,7,58
404,2,7,58
405,2,7,58
406,2,7,58
407,2,7,58
408,2,7,58
409,2,7,58
410,2,7,58
411,2,7,58
412,2,7,58
413,2,7,58
414,2,7,58
415,2,7,58
416,2,7,58
417,2,7,59
418,2,7,59
419,2,7,59
420,2,7,59
421,2,7,59
422,2,7,59
423,2,7,59
424,2,7,59
425,2,7,59
426,2,7,59
427,2,7,59
428,2,7,59
429,2,7,59
430,2,7,59
431,2,7,60
432,2,7,60
433,2,7,60
434,2,7,60
435,2,7,60
436,2,7,60
437,2,7,60
438,2,7,60
439,2,7,60
440,2,7,61
441,2,7,61
442,2,7,61
443,2,7,61
444,2,7,61
445,2,7,61
446,2,7,61
447,2,7,61
448,2,7,61
449,2,7,61
450,2,7,62
451,2,7,62
452,2,7,62
453,2,7,62
454,2,7,62
455,2,7,62
456,2,7,62
457,2,7,62
458,2,7,62
459,2,7,62
460,2,7,62
461,2,7,62
462,2,7,62
463,2,7,62
464,2,7,62
465,2,7,62
466,2,7,62
467,2,7,62
468,8,8,67
469,8,8,67
470,8,8,67
471,8,8,67
472,8,8,67
473,8,8,67
474,8,8,67
475,8,8,67
476,1,21,74
477,1,21,74
478,1,21,74
479,1,21,74
480,1,21,75
481,1,21,75
482,8,21,76
483,8,21,76
484,8,21,76
485,1,21,81
486,1,21,81
487,1,21,81
488,1,21,81
489,1,21,82
490,8,9,87
491,8,9,87
492,5,12,89
493,5,12,89
494,5,12,89
495,5,12,89
496,5,12,89
497,5,12,89
498,5,12,90
499,5,12,90
500,5,12,90
501,5,12,90
502,5,12,90
503,5,12,90
504,5,12,90
505,5,12,90
506,5,12,90
507,5,12,90
508,5,12,90
509,5,12,90
510,5,12,90
511,5,12,90
512,5,12,90
513,5,12,90
514,5,12,90
515,5,12,90
516,5,12,90
517,5,12,90
518,5,12,90
519,3,13,94
520,3,13,94
521,3,13,94
522,3,13,94
523,3,13,94
524,3,13,94
525,3,13,94
526,3,13,94
527,3,13,94
528,3,13,94
529,3,13,94
530,3,13,94
531,3,13,94
532,3,13,94
533,3,13,94
534,3,13,94
535,3,13,94
536,3,13,94
537,3,13,94
538,3,13,94
539,3,13,94
540,3,13,94
541,3,13,94
542,3,13,94
543,3,13,94
544,3,13,94
545,3,13,94
546,3,13,94
547,3,13,94
548,3,13,94
549,3,13,95
550,3,13,95
551,3,13,95
552,3,13,95
553,3,13,95
554,3,13,95
555,3,13,95
556,3,13,95
557,3,13,95
558,3,13,95
559,3,13,95
560,3,13,95
561,3,13,95
562,3,13,95
563,3,13,95
564,3,13,95
565,3,13,95
566,3,13,95
567,3,13,95
568,3,13,95
569,3,13,95
570,3,13,96
571,3,13,96
572,3,13,96
573,3,13,96
574,3,13,96
575,3,13,96
576,3,13,96
577,3,13,96
578,3,13,96
579,3,13,96
580,3,13,96
581,3,13,96
582,3,13,96
583,3,13,96
584,3,13,96
585,3,13,96
586,3,13,96
587,3,13,96
588,3,13,97
589,3,13,97
590,3,13,98
591,3,13,98
592,1,14,99
593,1,14,100
594,1,14,100
595,1,14,100
596,8,14,105
597,8,14,105
598,2,16,110
599,2,16,110
600,2,16,111
601,2,16,111
602,2,16,111
603,2,16,111
604,2,16,111
605,2,16,111
606,6,16,112
607,6,16,112
608,6,16,112
609,6,16,112
610,6,16,112
611,6,16,112
612,6,16,112
613,6,16,112
614,6,16,112
615,6,16,112
616,6,16,112
617,6,16,112
618,6,16,112
619,6,16,112
620,6,16,112
621,6,16,112
622,6,16,112
623,6,16,112
624,6,16,112
625,6,16,112
626,6,16,112
627,6,16,113
628,6,16,113
629,6,16,113
630,6,16,113
631,6,16,113
632,6,16,113
633,6,16,113
634,6,16,113
635,6,16,113
636,6,16,113
637,6,16,113
638,6,16,113
639,6,16,113
640,6,16,113
641,6,16,113
642,6,16,113
643,6,16,113
644,6,16,113
645,6,16,113
646,6,16,113
647,6,16,113
648,6,16,114
649,6,16,114
650,6,16,114
651,6,16,114
652,6,16,114
653,6,16,114
654,6,16,114
655,6,16,114
656,6,16,114
657,6,16,115
658,6,16,115
659,6,16,115
660,6,16,115
661,6,16,115
662,6,16,115
663,6,16,115
664,6,16,115
665,6,16,115
666,6,16,115
667,6,16,115
668,6,16,115
669,6,16,115
670,6,16,115
671,6,16,115
672,6,16,115
673,6,16,115
674,6,16,115
675,6,16,115
676,6,16,116
677,6,16,116
678,6,16,116
679,6,16,116
680,6,16,116
681,6,16,116
682,6,16,116
683,6,16,116
684,6,16,116
685,6,16,116
686,6,16,116
687,6,16,116
688,6,16,116
689,6,16,116
690,6,16,116
691,6,16,116
692,6,16,116
693,6,16,116
694,6,16,116
695,6,16,116
696,6,16,116
697,6,16,116
698,6,16,116
699,6,16,116
700,6,16,116
701,6,16,117
702,6,16,117
703,6,16,117
704,6,16,117
705,6,16,117
706,6,16,117
707,6,16,117
708,6,16,117
709,6,16,117
710,6,16,118
711,6,16,118
712,6,16,118
713,6,16,118
714,6,16,118
715,6,16,118
716,6,16,118
717,6,16,118
718,6,16,118
719,6,16,118
720,6,16,118
721,6,16,118
722,6,16,118
723,6,16,118
724,6,16,118
725,6,16,118
726,6,16,118
727,6,16,118
728,6,16,118
729,6,16,118
730,6,16,119
731,6,16,119
732,6,16,119
733,6,16,119
734,6,16,119
735,6,16,119
736,6,16,119
737,6,16,119
738,6,16,119
739,6,16,119
740,6,16,119
741,4,17,122
742,4,17,122
743,4,17,122
744,4,17,122
745,4,17,124
746,4,17,124
747,4,17,124
748,4,17,125
749,4,17,125
750,4,17,125
751,4,17,125
752,4,17,125
753,4,17,125
754,4,17,125
755,4,17,125
756,4,17,126
757,4,17,126
758,4,17,126
759,4,17,126
760,4,17,126
761,4,17,126
762,4,17,126
763,4,17,126
764,4,17,126
765,0,18,130
766,0,18,130
767,0,18,130
768,0,18,130
769,0,18,130
770,0,18,130
771,0,18,130
772,0,18,130
773,0,18,130
774,0,18,131
775,0,18,131
776,0,18,131
777,0,18,131
778,0,18,131
779,0,18,131
780,0,18,131
781,0,18,131
782,0,18,131
783,0,18,132
784,0,18,132
785,0,18,132
786,0,18,132
787,0,18,132
788,0,18,132
789,0,18,132
790,0,18,132
791,0,18,132
792,7,19,134
793,7,19,137
794,7,19,137
795,7,19,137
796,7,19,137
797,7,19,137
798,7,19,146
799,7,19,146
800,7,19,146
801,7,19,146
802,7,19,148
803,7,19,148
804,7,19,148
805,7,19,149
806,7,19,149
807,7,19,149
808,5,20,151
809,5,20,151
810,5,20,151
811,5,20,151
812,5,20,151
813,5,20,151
814,5,20,152
815,5,20,152
816,5,20,152
817,5,20,152
818,5,20,152
819,5,20,152
820,5,20,152
821,5,20,152
822,5,20,152
823,5,20,152
824,5,20,152
825,5,20,152
826,5,20,152
827,5,20,152
828,5,20,152
829,5,20,152
830,5,20,152
831,5,20,152
832,5,20,152
833,5,20,152
834,9,15,155
835,9,15,156
836,9,15,156
837,9,15,156
838,9,15,156
839,9,15,156
840,9,15,156
841,9,15,157
842,9,15,157
843,9,15,157
844,9,15,158
845,9,15,158
846,9,15,158
847,9,15,158
848,9,15,158
849,9,15,158
850,8,24,164
851,8,24,164
852,4,26,168
853,4,26,169
854,6,27,170
855,6,27,170
856,6,27,170
857,6,27,170
858,6,27,170
859,6,27,170
860,6,27,170
861,6,27,170
862,6,27,170
863,6,27,170
864,6,27,170
865,6,27,170
866,6,27,170
867,6,27,170
868,6,27,170
869,6,27,170
870,6,27,170
871,6,27,170
872,6,27,170
873,6,27,170
874,6,27,170
875,6,27,170
876,6,27,170
877,6,27,170
878,6,27,170
879,6,27,170
880,6,27,170
881,6,27,170
882,6,27,171
883,6,27,171
884,6,27,171
885,6,27,171
886,6,27,171
887,6,27,171
888,6,27,171
889,6,27,171
890,6,27,171
891,6,27,171
892,6,27,171
893,6,27,171
894,6,27,171
895,6,27,171
896,6,27,171
897,6,27,171
898,6,27,171
899,6,27,171
900,6,27,171
901,6,27,171
902,6,27,171
903,6,27,171
904,6,27,171
905,6,27,171
906,6,27,172
907,6,27,172
908,6,27,172
909,6,27,172
910,6,27,172
911,6,27,172
912,6,27,172
913,6,27,172
914,6,27,172
915,6,27,172
916,6,27,172
917,6,27,172
918,6,27,172
919,6,27,172
920,6,27,172
921,6,27,172
922,6,27,172
923,6,27,172
924,6,27,172
925,6,27,172
926,6,27,173
927,6,27,173
928,6,27,173
929,6,27,173
930,6,27,173
931,6,27,173
932,6,27,173
933,6,27,173
934,6,27,173
935,6,27,173
936,6,27,173
937,6,27,173
938,6,27,173
939,6,27,173
940,6,27,173
941,6,27,173
942,6,27,173
943,6,27,173
944,6,27,173
945,6,27,173
946,6,27,173
947,6,27,173
948,6,27,173
949,6,27,173
950,6,27,173
951,6,27,173
952,6,27,174
953,6,27,174
954,6,27,174
955,6,27,174
956,6,27,174
957,6,27,174
958,6,27,174
959,6,27,174
960,6,27,174
961,6,27,174
962,6,27,174
963,6,27,174
964,6,27,174
965,6,27,174
966,6,27,174
967,6,27,174
968,6,27,174
969,6,27,174
970,6,27,174
971,6,27,174
972,6,27,174
973,6,27,174
974,6,27,174
975,6,27,174
976,6,27,174
977,6,27,174
978,6,27,175
979,6,27,175
980,6,27,175
981,6,27,175
982,6,27,175
983,6,27,176
984,6,27,176
985,6,27,176
986,6,27,176
987,6,27,176
988,6,27,176
989,6,27,176
990,6,27,176
991,6,27,176
992,6,27,178
993,6,27,179
994,6,27,179
995,6,27,179
996,6,27,179
997,6,27,179
998,6,27,179
999,6,27,179
1000,6,27,179
1001,6,27,179
1002,6,27,180
1003,6,27,180
1004,6,27,180
1005,6,27,180
1006,6,27,180
1007,6,27,180
1008,6,27,180
1009,6,27,180
1010,6,27,180
1011,6,27,180
1012,6,27,180
1013,6,27,180
1014,6,27,180
1015,6,27,180
1016,6,27,181
1017,6,27,181
1018,6,27,181
1019,6,27,181
1020,6,27,181
1021,6,27,181
1022,6,27,181
1023,6,27,181
1024,6,27,181
1025,6,27,181
1026,6,27,181
1027,6,27,181
1028,6,27,181
1029,6,27,181
1030,6,27,181
1031,6,27,181
1032,6,27,181
1033,6,27,181
1034,6,27,181
1035,6,27,181
1036,6,27,181
1037,6,27,181
1038,6,27,181
1039,6,27,181
1040,6,27,181
1041,6,27,181
1042,6,27,181
1043,6,27,181
1044,6,27,182
1045,6,27,182
1046,6,27,182
1047,6,27,182
1048,6,27,183
1049,6,27,183
1050,6,27,183
1051,6,27,183
1052,6,27,183
1053,6,27,183
1054,6,27,183
1055,6,27,183
1056,6,27,183
1057,6,27,183
1058,6,27,183
1059,6,27,183
1060,6,27,183
1061,6,27,183
1062,6,27,183
1063,6,27,183
1064,6,27,183
1065,6,27,183
1066,6,27,183
1067,6,27,183
1068,6,27,183
1069,6,27,183
1070,6,27,183
1071,6,27,183
1072,6,27,184
1073,6,27,184
1074,6,27,184
1075,6,27,184
1076,6,27,184
1077,6,27,184
1078,6,27,184
1079,6,27,184
1080,6,27,184
1081,6,27,184
1082,6,27,184
1083,6,27,184
1084,6,27,184
1085,6,27,184
1086,6,27,185
1087,6,27,185
1088,6,27,185
1089,6,27,185
1090,6,27,185
1091,6,27,185
1092,6,27,185
1093,6,27,185
1094,6,27,185
1095,6,27,186
1096,6,27,186
1097,6,27,186
1098,6,27,186
1099,6,27,186
1100,6,27,186
1101,6,27,186
1102,6,27,186
1103,6,27,186
1104,6,27,187
1105,6,27,187
1106,6,27,187
1107,6,27,187
1108,6,27,187
1109,6,27,188
1110,6,27,188
1111,6,27,188
1112,6,27,188
1113,6,27,188
1114,6,27,188
1115,6,27,188
1116,6,27,188
1117,6,27,188
1118,6,27,188
1119,6,27,188
1120,6,27,188
1121,6,27,188
1122,6,27,188
1123,6,27,188
1124,6,27,189
1125,6,27,189
1126,6,27,189
1127,6,27,189
1128,6,27,189
1129,6,27,189
1130,6,27,189
1131,6,27,189
1132,6,27,189
1133,6,27,190
1134,6,27,190
1135,6,27,190
1136,6,27,190
1137,6,27,190
1138,6,27,190
1139,6,27,190
1140,6,27,190
1141,6,27,190
1142,6,27,190
1143,6,27,190
1144,6,27,190
1145,6,27,190
1146,6,27,190
1147,6,27,190
1148,6,27,190
1149,6,27,190
1150,1,28,194
1151,1,28,201
1152,1,28,204
1153,1,28,204
1154,1,28,206
1155,5,31,209
1156,5,31,209
1157,5,31,209
1158,5,31,209
1159,5,31,209
1160,5,31,209
1161,8,21,0
1162,8,21,0
1163,8,21,0
1164,8,21,0
1165,8,21,0
1166,8,21,0
1167,8,21,0
1168,8,21,0
1169,8,21,0
1170,8,21,0
1171,8,21,0
1172,8,21,0
1173,8,21,0
1174,8,21,0
1175,8,21,0
1176,8,21,0
1177,8,21,0
1178,8,21,0
1179,8,21,0
1180,8,21,0
1181,8,21,0
1182,8,21,0
1183,8,21,0
1184,8,21,0
1185,8,21,0
1186,8,21,0
1187,8,21,0
1188,8,21,0
1189,8,21,0
1190,8,21,0
1191,8,21,0
1192,8,21,0
1193,8,21,0
1194,8,21,0
1195,8,21,0
1196,8,21,0
1197,8,21,0
1198,8,9,1
1199,8,9,1
1200,8,9,1
1201,8,9,1
1202,8,9,1
1203,8,9,1
1204,8,9,1
1205,8,9,1
1206,8,9,1
1207,8,9,1
1208,8,9,1
1209,8,9,1
1210,8,9,1
1211,8,9,1
1212,8,9,1
1213,8,9,1
1214,8,9,1
1215,8,9,1
1216,8,9,1
1217,8,9,1
1218,8,9,1
1219,8,9,1
1220,8,9,1
1221,8,9,1
1222,8,9,1
1223,8,9,1
1224,8,9,1
1225,8,9,1
1226,8,9,1
1227,8,9,1
1228,8,9,1
1229,8,9,1
1230,8,9,1
1231,8,9,1
1232,8,9,1
1233,8,9,1
1234,8,9,1
1235,8,9,1
1236,8,9,1
1237,8,9,1
1238,8,9,1
1239,8,9,1
1240,8,9,1
1241,8,9,1
1242,8,14,2
1243,8,14,2
1244,8,14,2
1245,8,14,2
1246,8,14,2
1247,8,14,2
1248,8,14,2
1249,8,14,2
1250,8,14,2
1251,8,14,2
1252,8,14,2
1253,8,14,2
1254,8,14,2
1255,8,14,2
1256,8,14,2
1257,8,14,2
1258,8,14,2
1259,8,14,2
1260,8,14,2
1261,8,14,2
1262,8,14,2
1263,8,14,2
1264,8,14,2
1265,8,14,2
1266,8,14,2
1267,8,14,2
1268,8,14,2
1269,8,14,2
1270,8,14,2
1271,8,14,2
1272,8,14,2
1273,8,14,2
1274,8,14,2
1275,8,14,2
1276,8,14,2
1277,8,14,2
1278,8,14,2
1279,8,14,2
1280,8,14,2
1281,8,14,2
1282,8,14,2
1283,8,14,2
1284,8,14,2
1285,8,14,2
1286,8,14,2
1287,8,24,3
1288,8,24,3
1289,8,24,3
1290,8,24,3
1291,8,24,3
1292,8,24,3
1293,8,24,3
1294,8,24,3
1295,8,24,3
1296,8,24,3
1297,8,24,3
1298,8,24,3
1299,8,24,3
1300,8,24,3
1301,8,24,3
1302,8,24,3
1303,8,24,3
1304,8,24,3
1305,8,24,3
1306,8,24,3
1307,8,24,3
1308,8,24,3
1309,8,24,3
1310,8,24,3
1311,8,24,3
1312,8,24,3
1313,8,24,3
1314,8,24,3
1315,8,24,3
1316,8,24,3
1317,8,24,3
1318,8,24,3
1319,8,24,3
1320,8,24,3
1321,8,24,3
1322,8,24,3
1323,8,24,3
1324,8,24,3
1325,8,24,3
1326,8,24,3
1327,8,24,3
1328,8,24,3
1329,8,24,3
1330,8,24,3
1331,8,24,3
1332,4,0,4
1333,4,0,4
1334,4,0,4
1335,4,0,4
1336,4,0,4
1337,4,0,4
1338,4,0,4
1339,4,0,4
1340,4,0,4
1341,4,0,4
1342,4,0,4
1343,4,0,4
1344,4,0,4
1345,4,0,4
1346,4,0,4
1347,4,0,4
1348,4,0,4
1349,4,0,4
1350,4,0,4
1351,4,0,4
1352,4,0,4
1353,4,0,4
1354,4,0,4
1355,4,0,4
1356,4,0,4
1357,4,0,4
1358,4,0,4
1359,4,0,4
1360,4,0,4
1361,4,0,4
1362,4,0,4
1363,4,0,4
1364,4,0,4
1365,4,0,4
1366,4,0,4
1367,4,0,4
1368,4,0,4
1369,4,0,4
1370,4,0,4
1371,4,0,4
1372,4,0,4
1373,4,0,4
1374,4,0,4
1375,4,0,4
1376,4,0,4
1377,4,0,5
1378,4,0,5
1379,4,0,5
1380,4,0,5
1381,4,0,5
1382,4,0,5
1383,4,0,6
1384,4,0,6
1385,4,0,6
1386,4,0,6
1387,4,0,6
1388,4,0,6
1389,4,0,6
1390,4,0,6
1391,4,0,6
1392,4,0,6
1393,4,0,6
1394,4,0,6
1395,4,0,6
1396,4,0,6
1397,4,0,7
1398,4,0,7
1399,4,0,7
1400,4,0,7
1401,4,0,7
1402,4,0,7
1403,4,0,7
1404,4,0,7
1405,4,0,7
1406,4,0,7
1407,4,0,7
1408,4,0,7
1409,4,0,7
1410,4,0,7
1411,4,0,7
1412,4,0,7
1413,4,0,7
1414,4,0,7
1415,4,0,7
1416,4,0,7
1417,4,0,7
1418,4,0,7
1419,4,0,7
1420,4,0,7
1421,4,0,7
1422,4,0,7
1423,4,0,7
1424,4,0,7
1425,4,0,7
1426,4,0,7
1427,4,0,7
1428,4,0,7
1429,4,0,7
1430,4,0,7
1431,4,0,7
1432,4,0,7
1433,4,0,7
1434,4,0,7
1435,4,0,7
1436,4,0,7
1437,4,0,7
1438,4,0,7
1439,4,0,7
1440,4,0,7
1441,4,0,8
1442,4,0,8
1443,4,0,8
1444,4,0,8
1445,4,0,8
1446,4,0,8
1447,4,0,8
1448,4,0,8
1449,4,0,8
1450,4,0,8
1451,4,0,8
1452,4,0,8
1453,4,0,8
1454,4,0,8
1455,4,0,8
1456,4,0,8
1457,4,0,8
1458,4,0,8
1459,4,0,8
1460,4,0,8
1461,4,0,8
1462,4,0,8
1463,4,0,8
1464,4,0,8
1465,4,0,8
1466,4,0,8
1467,4,0,8
1468,4,0,8
1469,4,0,8
1470,4,0,8
1471,4,0,8
1472,4,0,8
1473,4,0,8
1474,4,0,8
1475,4,0,8
1476,4,0,8
1477,4,0,8
1478,4,0,8
1479,4,0,8
1480,4,0,8
1481,4,0,8
1482,4,0,8
1483,4,0,8
1484,4,0,9
1485,4,0,9
1486,4,0,9
1487,4,0,9
1488,4,0,9
1489,4,0,9
1490,4,0,9
1491,4,0,9
1492,4,0,9
1493,4,0,9
1494,4,0,9
1495,4,0,9
1496,4,0,9
1497,4,0,9
1498,4,0,9
1499,4,0,9
1500,4,0,9
1501,4,0,9
1502,4,0,9
1503,4,0,9
1504,4,0,9
1505,4,0,9
1506,4,0,9
1507,4,0,9
1508,4,0,9
1509,4,0,9
1510,4,0,9
1511,4,0,9
1512,4,0,9
1513,4,0,9
1514,4,0,9
1515,4,0,9
1516,4,0,9
1517,4,0,9
1518,4,0,9
1519,4,0,9
1520,4,0,9
1521,4,0,9
1522,4,0,9
1523,4,0,9
1524,4,0,9
1525,4,0,10
1526,4,0,10
1527,4,0,10
1528,4,0,10
1529,4,0,10
1530,4,0,10
1531,4,0,10
1532,4,0,10
1533,4,0,10
1534,4,0,10
1535,4,0,10
1536,4,0,10
1537,4,0,10
1538,4,0,10
1539,4,0,10
1540,4,0,10
1541,4,0,10
1542,4,0,10
1543,4,0,10
1544,4,0,10
1545,4,0,10
1546,4,0,10
1547,4,0,10
1548,4,0,10
1549,4,0,10
1550,4,0,10
1551,4,0,10
1552,4,0,10
1553,4,0,10
1554,4,0,10
1555,4,0,10
1556,4,0,10
1557,4,0,10
1558,4,0,10
1559,4,0,10
1560,4,0,10
1561,4,0,10
1562,4,0,10
1563,4,0,10
1564,4,0,10
1565,4,0,10
1566,4,0,10
1567,4,0,11
1568,4,0,11
1569,4,0,11
1570,4,0,11
1571,4,0,11
1572,4,0,11
1573,4,0,11
1574,4,0,11
1575,4,0,11
1576,4,0,11
1577,4,0,11
1578,4,0,11
1579,4,0,11
1580,4,0,11
1581,4,0,11
1582,4,0,11
1583,4,0,11
1584,4,0,11
1585,4,0,11
1586,4,0,11
1587,4,0,11
1588,4,0,11
1589,4,0,11
1590,4,0,11
1591,4,0,11
1592,4,0,11
1593,4,0,11
1594,4,0,11
1595,4,0,11
1596,4,0,11
1597,4,0,11
1598,4,0,11
1599,4,0,11
1600,4,0,11
1601,4,0,11
1602,4,0,11
1603,4,0,11
1604,4,0,12
1605,4,0,12
1606,4,0,12
1607,4,0,12
1608,4,0,12
1609,4,0,12
1610,4,0,12
1611,4,0,12
1612,4,0,12
1613,4,0,12
1614,4,0,12
1615,4,0,12
1616,4,0,12
1617,4,0,12
1618,4,0,12
1619,4,0,12
1620,4,0,12
1621,4,0,12
1622,4,0,12
1623,4,0,12
1624,4,0,12
1625,4,0,12
1626,4,0,12
1627,4,0,12
1628,4,0,12
1629,4,0,12
1630,4,0,12
1631,4,0,12
1632,4,0,12
1633,4,0,12
1634,4,0,12
1635,4,0,12
1636,4,0,12
1637,4,0,12
1638,4,0,12
1639,4,0,12
1640,4,0,12
1641,4,0,12
1642,4,0,12
1643,4,0,12
1644,4,0,12
1645,4,0,12
1646,4,0,12
1647,4,0,12
1648,4,0,12
1649,4,0,13
1650,4,0,13
1651,4,0,13
1652,4,0,13
1653,4,0,13
1654,4,0,13
1655,4,0,13
1656,4,0,13
1657,4,0,13
1658,4,0,13
1659,4,0,13
1660,4,0,13
1661,4,0,13
1662,4,0,13
